,time,current
0,0.005,0.0
1,0.5050000000000003,0.0
2,1.0050000000000006,0.0
3,1.50499999999999,0.0
4,2.0049999999999795,0.0
5,2.504999999999969,0.0
6,3.004999999999958,0.0
7,3.5049999999999475,0.0
8,4.004999999999937,0.0
9,4.504999999999926,0.0
10,5.0049999999999155,0.0
11,5.504999999999905,0.0
12,6.004999999999894,0.0
13,6.5049999999998835,0.0
14,7.004999999999873,0.0
15,7.504999999999862,0.0
16,8.004999999999852,0.0
17,8.50499999999993,0.0
18,9.005000000000008,0.0
19,9.505000000000086,0.0
20,10.005000000000164,0.0
21,10.505000000000242,0.0
22,11.00500000000032,0.0
23,11.505000000000399,0.0
24,12.005000000000477,0.0
25,12.505000000000555,0.0
26,13.005000000000633,0.0
27,13.505000000000711,0.0
28,14.00500000000079,0.0
29,14.505000000000868,0.0
30,15.005000000000946,0.0
31,15.505000000001024,0.0
32,16.0050000000011,0.0
33,16.505000000001,0.0
34,17.0050000000009,0.0
35,17.505000000000802,0.0
36,18.005000000000702,0.0
37,18.505000000000603,0.0
38,19.005000000000503,0.0
39,19.505000000000404,0.0
40,20.005000000000305,0.0
41,20.505000000000205,0.0
42,21.005000000000106,0.0
43,21.505000000000006,0.0
44,22.004999999999907,0.0
45,22.504999999999807,0.0
46,23.004999999999708,0.0
47,23.504999999999608,0.0
48,24.00499999999951,0.0
49,24.50499999999941,0.0
50,25.00499999999931,0.0
51,25.50499999999921,0.0
52,26.00499999999911,0.0
53,26.50499999999901,0.0
54,27.004999999998912,0.0
55,27.504999999998812,0.0
56,28.004999999998713,0.0
57,28.504999999998613,0.0
58,29.004999999998514,0.0
59,29.504999999998414,0.0
60,30.004999999998315,0.9628545943140407
61,30.504999999998216,0.9639343845521784
62,31.004999999998116,0.9649494481117187
63,31.504999999998017,0.965903664988586
64,32.00499999999792,0.9668006825867081
65,32.50499999999818,0.9676439296630094
66,33.00499999999843,0.9684366294358931
67,33.50499999999869,0.9691818119074869
68,34.004999999998944,0.9698823254468957
69,34.5049999999992,0.9705408476788393
70,35.004999999999455,0.9711598957193716
71,35.50499999999971,0.9717418357978813
72,36.00499999999997,0.9722888923021826
73,36.50500000000022,0.9728031562813227
74,37.00500000000048,0.973286593438622
75,37.505000000000734,0.9737410516455316
76,38.00500000000099,0.9741682680050371
77,38.505000000001246,0.9745698754916253
78,39.0050000000015,0.9749474091932006
79,39.50500000000176,0.9753023121788208
80,40.00500000000201,0.975635941014683
81,40.50500000000227,0.9759495709494517
82,41.005000000002525,0.9762444007887524
83,41.50500000000278,0.9765215574774581
84,42.00500000000304,0.9767821004073002
85,42.50500000000329,0.9770270254662543
86,43.00500000000355,0.9772572688451925
87,43.505000000003804,0.9774737106163491
88,44.00500000000406,0.9776771780972764
89,44.505000000004316,0.9778684490131524
90,45.00500000000457,0.9780482544695303
91,45.50500000000483,0.9782172817468837
92,46.00500000000508,0.9783761769276422
93,46.50500000000534,0.9785255473657508
94,47.005000000005595,0.9786659640081928
95,47.50500000000585,0.9787979635773556
96,48.005000000006106,0.978922050622572
97,48.50500000000636,0.9790386994486917
98,49.00500000000662,0.9791483559290427
99,49.50500000000687,0.9792514392097178
100,50.00500000000713,0.9793483433116996
101,50.505000000007385,0.9794394386369515
102,51.00500000000764,0.9795250733842236
103,51.5050000000079,0.9796055748799936
104,52.00500000000815,0.9796812508296252
105,52.50500000000841,0.9797523904935269
106,53.005000000008664,0.9798192657928093
107,53.50500000000892,0.9798821323486642
108,54.005000000009176,0.9799412304594378
109,54.50500000000943,0.97999678601914
110,55.00500000000969,0.9800490113808886
111,55.50500000000994,0.9800981061686007
112,56.0050000000102,0.9801442580400247
113,56.505000000010455,0.9801876434040357
114,57.00500000001071,0.9802284280949326
115,57.505000000010966,0.9802667680063176
116,58.00500000001122,0.9803028096869753
117,58.50500000001148,0.980336690901033
118,59.005000000011734,0.9803685411545477
119,59.50500000001199,0.9803984821905222
120,60.005000000012245,0.9804266284542497
121,60.5050000000125,0.9804530875307658
122,61.00500000001276,0.9804779605560768
123,61.50500000001301,0.9805013426037357
124,62.00500000001327,0.9805233230482485
125,62.505000000013524,0.980543985906696
126,63.00500000001378,0.9805634101598754
127,63.505000000014036,0.9805816700541946
128,64.00500000001428,0.9805988353854673
129,64.50500000001382,0.9806149717656982
130,65.00500000001337,0.9806301408738735
131,65.50500000001291,0.9806444006917225
132,66.00500000001246,0.9806578057253437
133,66.505000000012,0.9806704072135455
134,67.00500000001155,0.9806822533237
135,67.5050000000111,0.9806933893358556
136,68.00500000001064,0.9807038578158137
137,68.50500000001018,0.980713698777828
138,69.00500000000973,0.9807229498375589
139,69.50500000000928,0.9807316463558481
140,70.00500000000882,0.9807398215738823
141,70.50500000000837,0.980747506740255
142,71.00500000000791,0.9807547312304062
143,71.50500000000746,0.9807615226589074
144,72.005000000007,0.9807679069850161
145,72.50500000000655,0.9807739086118987
146,73.00500000000609,0.980779550479908
147,73.50500000000564,0.9807848541542709
148,74.00500000000518,0.9807898399075188
149,74.50500000000473,0.9807945267969737
150,75.00500000000427,0.9807989327375962
